1:904165 [-0.16305764  4.65142072 -0.23944419]
16:66792714 [ 0.58436505  4.17869515 -0.15601386]
16:67082293 [-0.08282275  4.6163529  -0.1580656 ]
16:67316600 [-0.53808769  5.20315274 -0.26836523]
16:67865940 [ 0.91915228  4.62931034 -0.32789747]
16:68398924 [ 0.01853382  4.6154288  -0.27686564]
16:68405993 [ 0.60204844  4.38654562 -0.27314016]
16:68810923 [-0.24277636  4.81487636 -0.28363385]
16:70666410 [-0.07725087  4.70244334 -0.28129474]
16:70749970 [-0.19913817  4.78804302 -0.21719023]
16:71278016 [ 0.13276684  4.58789637 -0.29274133]
16:71610276 [-0.20085684  4.7258912  -0.2819136 ]
16:72230112 [-0.3426988   4.82132961 -0.22887462]
16:73077574 [ 0.17454185  4.49224568 -0.24951693]
16:73650853 [-0.34199266  4.84931016 -0.30978607]
16:73705780 [ 0.37499156  4.16251067 -0.32618995]
16:74225324 [ 0.19486702  4.4113808  -0.32074974]
16:74664743 [ 0.04635959  4.59303607 -0.2982822 ]
16:75255129 [ 0.50439306  4.11507596 -0.20016267]
16:75327916 [-0.26294393  5.06475161 -0.29557727]
16:75344476 [ 0.37854272  4.25795768 -0.26408051]
16:75565420 [-0.18156153  4.88405032 -0.282292  ]
16:75614272 [ 0.38307404  4.35989026 -0.23297724]
16:75998656 [ 0.44234136  4.4064987  -0.35367129]
16:76807979 [-0.06958663  4.68575752 -0.29506063]
16:77151891 [ 0.30263868  4.53935398 -0.30403234]
16:77323235 [-0.18318916  4.61116756 -0.19280358]
16:77398081 [-0.12139408  4.67366727 -0.18066292]
16:77439948 [-0.14183077  4.62149217 -0.22827178]
16:77783580 [-0.13194847  4.69450525 -0.26993886]
16:78010274 [ 0.34654161  4.45188088 -0.23197028]
16:78064733 [ 0.00847158  4.63203759 -0.3391714 ]
16:78270078 [-0.08884389  4.67225119 -0.28003312]
16:78356662 [ 0.08221356  4.56273178 -0.27718429]
16:78361149 [ 0.03221235  4.61208242 -0.19678248]
16:78568430 [ 0.28316294  4.15679713 -0.15119249]
16:78814629 [-0.2081015   4.72733963 -0.17380835]
16:78816792 [-0.95855156  4.68715397 -0.25520347]
16:79069361 [ 0.11901497  4.40502259 -0.20606085]
16:79074029 [ 0.28249708  4.52966925 -0.25160449]
16:79298811 [-0.25091018  4.79321918 -0.24917831]
16:79709503 [ 0.016577    4.69854191 -0.31651296]
16:79841505 [ 0.35101296  4.2316429  -0.261186  ]
16:80315306 [-0.32885937  4.84406573 -0.18065611]
16:80753476 [-0.14482531  4.80991089 -0.26674148]
16:81010842 [ 0.30510791  4.53835353 -0.2609004 ]
16:81056441 [ 0.11648266  4.57299034 -0.24654894]
16:81190613 [-0.12945487  4.80821739 -0.24043678]
16:81194335 [-0.4600551   4.63491373 -0.24979805]
16:81314381 [ 0.05766752  4.60544792 -0.24497627]
16:81588142 [ 0.12167255  4.52786059 -0.18103799]
16:81591496 [ 0.03910426  4.60546744 -0.24033541]
16:81652322 [ 0.1611411   4.58537026 -0.34909299]
16:82033612 [-0.58750887  4.83998189 -0.16295836]
16:82034435 [-0.61098092  4.77534835 -0.24954792]
16:82259866 [ 0.25600063  4.34093841 -0.17532611]
16:82402782 [-0.78146798  4.71383873 -0.278497  ]
16:82800368 [ 0.51455471  4.31724366 -0.11709766]
16:82923464 [ 0.38353611  4.19723737 -0.14702199]
16:83148282 [-0.19265818  4.78723387 -0.27132409]
16:83222821 [-0.14372211  4.86724742 -0.26729474]
16:83287580 [ 0.15274566  4.53038135 -0.25974924]
16:83367122 [-0.01358378  4.68159659 -0.30573073]
16:83510815 [-0.11507423  4.63023279 -0.2404432 ]
16:83521443 [ 0.08992916  4.51550104 -0.3353298 ]
16:83562213 [ 0.20200775  4.42866406 -0.25313606]
16:83572237 [ 0.0771376   4.54589581 -0.22529385]
16:83594634 [ 0.34835358  4.08296421 -0.25452751]
16:83777112 [-0.13841967  4.69616322 -0.2985408 ]
16:83799720 [ 0.13306164  4.51075528 -0.27444236]
16:84189349 [ 0.72958607  4.61769585 -0.29889542]
16:84256619 [ 0.06476338  4.63889701 -0.25159072]
16:84262109 [ 0.12263643  4.5524041  -0.27605601]
16:84270743 [ 0.26441008  4.57633043 -0.24523121]
16:84335915 [-0.04661091  4.64452639 -0.26027628]
16:84360533 [-0.12657067  4.65911712 -0.15094342]
16:84474484 [ 0.12108957  4.60791473 -0.24954544]
16:84479267 [ 0.21738476  4.44759744 -0.21274001]
16:84643693 [ 0.3268962   4.2540845  -0.18217395]
16:84903728 [-0.04126366  4.70283624 -0.29912532]
16:84922859 [-0.05143487  4.74220276 -0.31497224]
16:85120500 [-0.54811514  4.93760446 -0.19306465]
16:85144905 [-0.61359754  4.91648829 -0.07306263]
16:85307012 [-0.32550725  5.1476568  -0.31255262]
16:85364438 [-0.30969971  4.71608095 -0.27423809]
16:85370416 [ 0.31519582  4.47817091 -0.2744654 ]
16:85391010 [ 0.00849774  4.63293527 -0.27588387]
16:85763447 [ 0.29561845  4.28611332 -0.18444724]
16:85813231 [-0.12003173  4.72183782 -0.2055546 ]
16:85826873 [-0.42923647  5.3032638  -0.33353182]
16:85966527 [ 0.30131716  4.46175695 -0.2526862 ]
16:85993295 [-0.00794227  4.68276179 -0.34692267]
16:86074916 [ 0.13010291  4.48338279 -0.26453429]
16:86131965 [ 1.82692046e-03  4.65609987e+00 -2.92571935e-01]
16:86168727 [-0.16268802  4.62393429 -0.19181993]
16:86186412 [ 0.13611357  4.54353401 -0.30098571]
16:86290512 [ 0.30708569  4.40590273 -0.25282374]
16:86400691 [ 0.41987159  4.23162034 -0.10162324]
16:86408537 [ 0.26908524  4.53276051 -0.22269719]
16:86410738 [-5.20733856e-04  4.61869308e+00 -2.38270875e-01]
16:86750547 [ 0.16489789  4.52913406 -0.21952818]
16:86781454 [-0.31357705  4.70816996 -0.24861223]
16:87141024 [ 0.11197648  4.60050328 -0.26914751]
16:87184057 [-0.19660621  4.78118494 -0.31101543]
16:87350773 [ 0.19753019  4.43735771 -0.31114548]
16:87652026 [-0.2744666   4.91390735 -0.25481088]
16:87860674 [ 0.23424001  4.16851668 -0.2044217 ]
16:87874736 [-1.44671395  4.61591995 -0.2115075 ]
16:88225058 [ 0.02260427  4.56546412 -0.21933381]
16:88302760 [ 0.34486475  4.37401    -0.21016807]
16:88376480 [-0.16381172  4.77548189 -0.27845775]
16:88494947 [-0.69491525  5.95233051 -0.25741525]
16:88552370 [-0.25995807  4.91367616 -0.32531755]
16:88907463 [-1.30116819  4.65174428 -0.25096015]
16:89737329 [ 0.40262156  4.42195616 -0.17570143]
16:89793555 [-0.17874375  4.92917494 -0.24329906]
16:89818491 [-0.04854543  4.66422639 -0.34041419]
16:89845194 [ 0.01214171  4.60658747 -0.31411988]
16:89849480 [-0.09805596  4.75943    -0.22649877]
16:90011255 [-0.44374064  4.83457182 -0.22300504]
17:285676 [ 0.36715619  4.55967727 -0.28617414]
17:1182166 [ 0.21499601  4.48411042 -0.35287609]
17:1542190 [ 0.42447149  3.9505564  -0.14782275]
17:1611317 [-0.89333696  4.64920373 -0.24950891]
17:1873672 [ 0.01835636  4.58974656 -0.26022953]
17:2341350 [-0.64930533  4.95096608 -0.11493525]
17:2341373 [-0.63771957  4.77699644 -0.16942622]
17:2898534 [ 0.9924598   4.46172194 -0.14834193]
17:3019790 [-0.27768449  4.75174709 -0.23111214]
17:3214181 [ 0.13810346  4.50016613 -0.2023827 ]
17:3289173 [ 0.18204516  4.43037836 -0.14906577]
17:3448434 [-0.07220661  4.66432681 -0.26486335]
17:3632836 [ 0.11565484  4.49529487 -0.19924691]
17:3654980 [-0.14915452  4.67330917 -0.23024703]
17:4363695 [-0.01969066  4.70315459 -0.31424293]
17:4472868 [ 0.35207138  4.13082838 -0.24575278]
17:4638737 [-0.03547566  4.64425307 -0.31568972]
17:4689572 [-0.07932876  4.66677164 -0.28018038]
17:4875628 [-0.25543118  4.65844053 -0.26003296]
17:6212579 [ 0.23357102  4.40521675 -0.2909136 ]
17:6330068 [-0.18732368  4.86270798 -0.24136325]
17:6515283 [-0.98224852  4.59130435 -0.16096546]
17:6515450 [-1.3729011   4.69447396 -0.29398528]
17:6683215 [ 0.19051005  4.45658698 -0.28610136]
17:6691017 [ 0.04412279  4.51856881 -0.20355357]
17:6888605 [ 0.44629386  4.49187481 -0.23277411]
17:7216540 [ 0.4587783   4.50491243 -0.23515592]
17:7230845 [ 0.16324475  4.56043199 -0.25290196]
17:7283144 [ 0.08211437  4.54952534 -0.33283703]
17:7324788 [ 0.66884896  4.5399665  -0.22513512]
17:7342148 [-0.48556066  4.73338407 -0.17516352]
17:7462555 [ 0.12563529  4.60834644 -0.30377806]
17:7760704 [ 0.25685491  4.44622795 -0.25968775]
17:7761512 [ 0.02463317  4.61502103 -0.29785963]
17:7786699 [ 0.40814604  4.56426917 -0.23495354]
17:7846713 [-1.21685965  4.66451981 -0.22811831]
17:7977105 [-0.439013    5.42680894 -0.40783595]
17:7999957 [ 0.38616097  4.2313918  -0.13144553]
17:8700982 [-0.10660896  4.65118748 -0.24900866]
17:8706744 [-0.8906117   4.66960402 -0.24367479]
17:8790433 [-1.22573477  4.64488436 -0.22553277]
17:8877946 [ 0.32065584  4.4487411  -0.24596083]
17:9245232 [-0.50870983  5.06530701 -0.16676483]
17:9306170 [ 0.02031341  4.68042658 -0.29614952]
17:9321187 [ 0.04975607  4.52438156 -0.1741219 ]
17:9482571 [ 0.29021237  4.35194675 -0.22836931]
17:9515777 [ 0.30348635  4.23840532 -0.21365756]
17:9725279 [-0.09528759  4.62832778 -0.27971669]
17:10312472 [-0.15309474  4.64593125 -0.2835287 ]
17:10542709 [-0.66388631  4.60518999 -0.21594069]
17:11129408 [ 0.38103813  4.28864235 -0.27958388]
17:11651057 [ 0.31514081  4.50195802 -0.32253067]
17:11773760 [-0.06366991  4.72544372 -0.21759721]
17:11786951 [ 0.47892467  4.30916495 -0.34039208]
17:11868362 [ 0.28050466  4.52638205 -0.21559531]
17:12235284 [ 0.10155139  4.52330974 -0.21413955]
17:12761374 [ 0.46763109  4.15794693 -0.31505596]
17:13592605 [-0.3585896   4.80055949 -0.27742159]
17:13621961 [ 0.01701068  4.63819499 -0.26319958]
17:13691693 [ 0.54591806  4.28996619 -0.27246761]
17:14342334 [ 0.37216693  4.21453044 -0.14051319]
17:14371001 [-0.2191286   4.75476573 -0.25359338]
17:14929127 [ 0.26959629  4.44299283 -0.21148493]
17:14951381 [ 0.26501261  4.54057507 -0.2458621 ]
17:15300309 [-0.19180956  4.76531637 -0.22734862]
17:15319868 [-0.24019301  4.94783516 -0.24287335]
17:15554561 [-0.31182923  4.76067911 -0.29831309]
17:15611495 [ 0.0736936   4.60422196 -0.1761615 ]
17:15644506 [ 0.53296377  4.40674311 -0.3089054 ]
17:16375112 [-0.11818732  4.79546299 -0.3631149 ]
17:18023897 [ 0.108893    4.4909255  -0.16302417]
17:19670262 [-0.31063681  5.19210493 -0.24411711]
17:21162773 [ 0.28419034  4.51788511 -0.2551321 ]
17:25628820 [-0.28446193  4.88029292 -0.22011809]
17:26121921 [ 0.12457661  4.64970681 -0.3297884 ]
17:26554775 [-4.02183281e-03  4.64452743e+00 -2.68270612e-01]
17:26824156 [-0.20498615  4.8531856  -0.24343754]
17:27314224 [ 0.09573792  4.57909613 -0.26504589]
17:27524501 [ 0.44339884  4.32368961 -0.41724529]
17:27889986 [ 0.02344834  4.58815261 -0.18859765]
17:27959903 [-0.37320187  4.76238677 -0.27271789]
17:29508775 [ 0.29133115  4.26539113 -0.20034281]
17:29986842 [ 0.40218982  4.19744521 -0.2930597 ]
17:30321567 [-0.68073371  4.83735249 -0.27347358]
17:30625205 [ 0.19219303  4.54101281 -0.26766666]
17:30984184 [-0.07721809  4.63600014 -0.27040241]
17:31133769 [ 0.33480909  4.37484704 -0.16376252]
17:31391470 [ 0.30464532  4.29951543 -0.18497525]
17:31526331 [ 0.35935507  4.55697396 -0.31738414]
17:31594759 [ 0.06727212  4.54498743 -0.22146331]
17:31991192 [-0.37893928  4.76061683 -0.29336942]
17:32075015 [-0.05932827  4.64009082 -0.31752924]
17:32112890 [-0.48030765  4.6958992  -0.22959034]
17:32614672 [-0.17214203  4.66676107 -0.28220278]
17:32730455 [ 0.5311839   3.83859384 -0.19480562]
17:32748443 [-0.80876336  4.67114293 -0.25526114]
17:32828935 [ 0.26832087  4.41610731 -0.27440233]
17:32904586 [-0.28679588  5.07966246 -0.23294049]
17:32944070 [ 0.46274329  4.07604515 -0.37380409]
17:33170483 [ 0.21563629  4.50194808 -0.20180143]
17:33433487 [ 0.29354467  4.6053486  -0.34569625]
17:33516594 [-0.11870027  4.74093722 -0.30477664]
17:33592621 [-0.0463809   4.64749496 -0.27061512]
17:33690466 [ 0.38655213  4.17639218 -0.07695074]
17:33749546 [-0.21322438  4.87284886 -0.2369782 ]
17:33771784 [-0.59548215  4.6584649  -0.2751761 ]
17:34019488 [-0.13343875  4.723299   -0.26120014]
17:34871813 [-0.71651811  4.65934369 -0.14816509]
17:35123256 [ 0.08326775  4.63023937 -0.27439948]
17:35440637 [ 0.09528906  4.48691974 -0.21438098]
17:35887392 [ 0.18548993  4.49600085 -0.19868761]
17:35956391 [ 0.19210522  4.54192061 -0.23991065]
17:35988672 [ 0.20632911  4.34050633 -0.16588306]
17:36478450 [-0.09620603  4.62886527 -0.27256071]
17:36776836 [-0.08528915  4.65631232 -0.29038196]
17:36926731 [-0.02545881  4.70152982 -0.33517017]
17:37054772 [-3.05104963e-03  4.62084605e+00 -1.90991242e-01]
17:37319103 [-0.39474784  4.81751744 -0.15961534]
17:37355066 [-0.36397166  4.94548339 -0.12478068]
17:37551988 [-0.28801017  4.80829425 -0.2783846 ]
17:38084350 [ 0.1854109   4.32862586 -0.25017829]
17:38935812 [ 0.18337118  4.44950659 -0.29941588]
17:39052897 [-0.2012061   4.69615831 -0.26846686]
17:39137154 [-0.29039023  4.81236407 -0.23192935]
17:39306004 [-0.77998913  4.72535637 -0.29436458]
17:41842937 [-0.09766972  4.77290801 -0.23708763]
17:42030531 [ 0.0280198   4.55133663 -0.16608911]
17:43036260 [-0.36734753  5.01213522 -0.12703082]
17:43240081 [ 0.41025467  4.55273168 -0.26066408]
17:43456342 [-0.27375103  4.91184201 -0.17548408]
17:43767773 [-0.5562501   4.85689107 -0.16884967]
17:43805194 [-0.03709558  4.71186358 -0.23170682]
17:44060859 [ 0.32977199  4.61265737 -0.2894667 ]
17:45058442 [-0.27562643  4.96222288 -0.39149497]
17:45391804 [-0.37016683  5.08752954 -0.19039571]
17:45451894 [-0.29289431  4.94881049 -0.26048453]
17:45468871 [ 0.65306919  4.54991705 -0.18176052]
17:45994094 [ 0.23937982  4.41079966 -0.29003831]
17:45994154 [ 0.35046948  4.23734721 -0.20923781]
17:46607958 [ 0.07531955  4.58812685 -0.27327449]
17:46847364 [-0.16063757  4.62613255 -0.1739788 ]
17:46862392 [-0.25027809  4.62393162 -0.2735423 ]
17:47477635 [-0.28049907  4.94849894 -0.20814633]
17:47992476 [ 0.03239681  4.59442649 -0.2633672 ]
17:48114868 [-0.03229876  4.64604061 -0.2821976 ]
17:48509965 [-0.50290829  5.17279315 -0.30595466]
17:48557348 [-0.52783115  5.19524615 -0.28808629]
17:48854363 [ 0.31513075  4.25174115 -0.27681689]
17:48896310 [ 4.34263542e-03  4.61357734e+00 -2.54631513e-01]
17:48967375 [-0.08424336  4.67781259 -0.2630174 ]
17:49808242 [ 0.31794643  4.38800458 -0.25147502]
17:50566353 [ 0.35592533  4.4098657  -0.25051275]
17:50830997 [ 0.02632565  4.62995589 -0.27211012]
17:51237941 [ 0.01106617  4.57930479 -0.2181691 ]
17:51408873 [-0.13990888  4.69565553 -0.19772282]
17:51554768 [ 0.08318356  4.52686595 -0.176125  ]
17:51647451 [ 0.01367317  4.52522783 -0.23796481]
17:51736838 [ 0.09886322  4.60131213 -0.31026084]
17:51901503 [-0.46705284  4.63590734 -0.20938822]
17:51938916 [ 0.21745849  4.51720632 -0.26088806]
17:52140831 [ 0.33205476  4.40402992 -0.29790541]
17:52339555 [ 0.09730393  4.52590221 -0.24274257]
17:52339796 [ 0.06346686  4.58335696 -0.28304676]
17:52884275 [-0.84606777  4.67650484 -0.24562706]
17:53076799 [-0.153131    4.89600018 -0.28910022]
17:53175533 [ 0.33618691  4.49721311 -0.24713833]
17:53448177 [-0.89328505  4.71060366 -0.20917407]
17:54383237 [ 0.10389584  4.60609933 -0.2638655 ]
17:54534634 [ 0.313453    4.14195346 -0.21556919]
17:54632929 [-0.07786007  4.69221486 -0.27230662]
17:54786262 [-0.25811158  4.68447288 -0.2208705 ]
17:54906137 [ 0.24334328  4.35344161 -0.33184179]
17:55055527 [-0.17190083  4.6754386  -0.30353777]
17:55442184 [ 0.19900814  4.41669579 -0.29684321]
17:55503422 [ 0.32020202  4.60353535 -0.33957576]
17:55901677 [ 0.39033257  4.19685314 -0.20836302]
17:56074128 [-0.53312353  4.67131558 -0.24061756]
17:56233034 [-0.28873127  4.79028989 -0.22707403]
17:56389732 [ 0.01572126  4.61132773 -0.26898383]
17:56435885 [ 0.25481087  4.50520203 -0.32739737]
17:56620167 [-0.24410703  4.76378436 -0.36440316]
17:57950465 [-0.52662828  4.84552029 -0.22025802]
17:57963537 [-0.23024366  4.85582535 -0.19111524]
17:61676534 [-0.41909536  4.72249942 -0.25779902]
17:62121542 [ 0.65139116  4.57934936 -0.22824246]
17:63105121 [ 0.32376763  4.1312237  -0.2093789 ]
17:64380274 [-0.00940695  4.57873211 -0.19100204]
17:64943544 [-0.24848425  4.97794087 -0.38063522]
17:65035568 [-0.11880078  4.68614197 -0.25272085]
17:65487480 [-0.14166877  4.74717335 -0.21604152]
17:65773157 [-0.06253053  4.69740055 -0.28318231]
17:66063101 [ 0.41217663  4.35110244 -0.22305205]
17:66373475 [-0.26053896  4.86262343 -0.19058417]
17:66391232 [-0.23492221  4.65577856 -0.1977062 ]
17:66538239 [ 0.13865717  4.53027448 -0.21988913]
17:66709226 [-0.36372053  5.08850816 -0.35005521]
17:66815637 [ 0.0328796   4.62000479 -0.28117326]
17:66817866 [ 0.07569068  4.58942597 -0.28185034]
17:67113362 [-0.65994005  4.76494446 -0.23244185]
17:67267317 [ 0.11679226  4.47526734 -0.26028018]
17:68606316 [-0.24817379  4.86001611 -0.15474002]
17:68805826 [-0.05707589  4.64494681 -0.29287487]
17:69105584 [-0.45810654  4.86974776 -0.11239397]
17:70196977 [-0.0116238   4.66828588 -0.28916452]
17:70292762 [ 0.33791264  4.46384783 -0.29715329]
17:70415077 [-0.11326105  4.64802853 -0.26122513]
17:70856940 [ 0.08464179  4.59031066 -0.30311732]
17:71023489 [-0.45272862  4.69242175 -0.22046546]
17:71113564 [-0.54994682  4.70825208 -0.2268658 ]
17:71423391 [ 0.13594348  4.50858748 -0.30717017]
17:72288399 [-0.03410909  4.59500925 -0.25157962]
17:72316831 [ 0.11055586  4.51865264 -0.25265017]
17:72389282 [ 0.47667591  3.85933664 -0.16212313]
17:72523259 [-0.11356089  4.82758303 -0.30276753]
17:72581038 [-0.64106864  4.86333752 -0.21578381]
17:72588326 [-0.3324243   5.12130368 -0.35829548]
17:72613589 [-0.15832964  4.7677794  -0.25676136]
17:72861057 [-1.62086999  4.69985635 -0.28710271]
17:72937851 [ 0.09696699  4.51146379 -0.28252577]
17:73060073 [-0.20829048  4.81395289 -0.32350343]
17:73565171 [-0.46182591  5.01519148 -0.20843045]
17:73568055 [-0.29913939  4.81894234 -0.40434396]
17:73606275 [ 0.04046243  4.68293727 -0.21734763]
17:73627539 [ 0.0380993   4.67872236 -0.33961459]
17:73847613 [-0.30200114  4.74591195 -0.21711149]
17:73886888 [-0.53754079  5.0908646  -0.1674261 ]
17:74596032 [-0.3285753   4.77305911 -0.2987945 ]
17:74653862 [ 0.33396198  4.36233116 -0.21440935]
17:74930226 [ 3.25399057e-03  4.62183317e+00 -2.69986032e-01]
17:74938081 [ 0.00896885  4.6396798  -0.31744564]
17:75049645 [ 0.33793224  4.5929778  -0.27946305]
17:75639967 [ 9.46357487e-04  4.64432915e+00 -3.51144020e-01]
17:75875649 [ 0.06659807  4.6148242  -0.21328648]
17:76012854 [ 0.17212792  4.54083528 -0.28679781]
17:76077700 [-0.29363825  5.00056915 -0.3253452 ]
17:76130575 [-0.32056972  4.88848225 -0.21170239]
17:76132692 [-0.07948244  4.66219963 -0.31746765]
17:76134828 [-0.46154974  5.11745775 -0.2286225 ]
17:76141133 [-0.41481627  5.09122253 -0.25621471]
17:76175824 [-0.24629371  4.9199361  -0.18715638]
17:76874512 [-0.06408505  4.75390509 -0.26617469]
17:76881703 [ 0.24384409  4.23369389 -0.16753126]
17:77072043 [-0.22476029  4.886376   -0.32746157]
17:77220594 [-3.64918945e-03  4.60052454e+00 -2.07415949e-01]
17:77654711 [-0.18034465  4.74845575 -0.20582891]
17:77768654 [-0.26367708  4.9065271  -0.16810655]
17:77846933 [ 0.22817745  4.45025649 -0.23425329]
17:78073562 [-0.20286527  4.8658767  -0.40449815]
17:78469357 [-0.42909293  5.28903025 -0.24899758]
17:79165972 [ 0.93080808  2.85343346 -0.247049  ]
17:79177974 [ 0.54919484  4.02136182 -0.09371312]
17:79487491 [-0.52189535  4.78073327 -0.24061636]
17:79612382 [ 0.05846324  4.5334985  -0.18422957]
17:80071049 [-0.55640506  5.10501133 -0.17297618]
17:80652949 [ 0.25076159  4.60425511 -0.25204008]
17:80789156 [-0.50318423  4.68280252 -0.29276294]
17:81006387 [ 0.17418471  4.57868624 -0.33465577]
17:81049726 [ 0.03529671  4.57251068 -0.20085992]
18:400766 [ 0.58170791  3.73655048 -0.27003856]
18:421412 [ 0.97408854  2.80731637 -0.25424802]
18:575087 [ 0.26824624  4.11825501 -0.30662103]
18:603871 [-0.38346018  4.88837057 -0.24626402]
18:631994 [-0.32554651  4.69725448 -0.24476791]
18:633347 [-0.93166311  4.6361637  -0.26125147]
18:660383 [-0.03087293  4.64300269 -0.32793104]
18:849968 [ 0.15018875  4.56660706 -0.2170327 ]
18:1141176 [-0.4521292   5.24431614 -0.32827153]
18:1397223 [ 0.05712891  4.63239397 -0.32233538]
18:1738361 [ 0.17096058  4.52485762 -0.27300694]
18:1841469 [-0.17380652  4.73167287 -0.24677357]
18:2042445 [ 0.20567179  4.55537436 -0.31328956]
18:2205343 [ 0.1419053   4.53063461 -0.26858361]
18:2301515 [ 0.2789415   4.45901595 -0.26098076]
18:2312881 [-0.13053562  4.71021923 -0.23331604]
18:2758137 [ 0.28943676  4.4578162  -0.18348949]
18:2995373 [ 0.4762201   4.51232014 -0.3429385 ]
18:3084007 [-0.83001234  4.71269694 -0.27949237]
18:3089522 [-4.03442304e-03  4.61029130e+00 -2.08850621e-01]
18:3171473 [-0.21390825  4.77352808 -0.30947756]
18:3457606 [ 0.2190342   4.62525938 -0.25144955]
18:3459378 [-0.41560131  5.00586416 -0.29249161]
18:3510840 [ 0.45242973  4.22907295 -0.22073336]
18:3636288 [ 0.38129881  4.29009934 -0.33069495]
18:3649896 [-0.44971176  4.82182407 -0.12928157]
18:3928785 [-0.10421967  4.74437312 -0.2730849 ]
18:3954314 [-1.54861298e-03  4.66401831e+00 -3.35506161e-01]
18:4354518 [ 0.18473845  4.35227214 -0.26204161]
18:4488582 [-0.14306723  4.63455031 -0.26396371]
18:5416221 [-0.56219937  4.62220177 -0.23593714]
18:5694281 [-0.14659815  4.79466472 -0.27973377]
18:5701686 [-0.43174764  4.70828629 -0.25393968]
18:5983611 [-0.25796237  4.84660837 -0.21703763]
18:6022319 [ 0.07791196  4.59109207 -0.25278947]
18:6371039 [-0.39349827  5.13565089 -0.38716914]
18:6465885 [ 0.57831972  4.37148294 -0.3031171 ]
18:6851058 [ 0.44375265  4.53978754 -0.21655311]
18:6865658 [ 0.04127928  4.63485785 -0.31330888]
18:6985655 [ 0.49055604  3.83186078 -0.2918401 ]
18:7008591 [-0.33331664  4.75286781 -0.22641887]
18:7031103 [-0.21479782  4.79727127 -0.29888201]
18:7034508 [-0.12282808  4.65919713 -0.25673651]
18:7174604 [-0.05398066  4.62403102 -0.27777001]
18:7248081 [ 0.31236263  4.55565329 -0.33081302]
18:7416263 [ 0.01589371  4.636897   -0.26370522]
18:7421273 [-0.51845075  4.90559953 -0.22352343]
18:7478995 [-0.45491556  4.87041616 -0.27708082]
18:8254002 [-0.1080905   4.68122062 -0.25415925]
18:8501545 [-0.02770755  4.66759526 -0.35171008]
18:8519367 [ 0.26613598  4.33085624 -0.1459405 ]
18:8715990 [ 0.12911217  4.53455432 -0.33035236]
18:9099554 [-0.16747742  4.76393577 -0.24391029]
18:9246896 [-0.22310555  4.96338642 -0.27710349]
18:9348490 [ 0.22695336  4.36662918 -0.32947012]
18:9357576 [ 0.36114574  4.30731085 -0.23471893]
18:9744353 [-0.30139147  5.13834506 -0.26095347]
18:10100136 [-0.32279779  5.02350223 -0.21924487]
18:10385097 [-0.12850023  4.82072971 -0.24491011]
18:10590943 [ 0.07209704  4.56171951 -0.25669632]
18:10676435 [ 0.05403333  4.61921756 -0.18850823]
18:10696227 [ 0.1494037   4.55294542 -0.20912121]
18:10704619 [ 0.12466056  4.62625851 -0.26868283]
18:10892653 [ 0.21875433  4.34068677 -0.19694253]
18:11144142 [-0.03311207  4.64132157 -0.28338826]
18:11258372 [-0.65070125  4.78106469 -0.21303323]
18:11987272 [ 0.08447455  4.57378489 -0.25382653]
18:12984144 [-0.15700982  4.88500609 -0.28710632]
18:13068109 [ 0.24160556  4.48487071 -0.25542262]
18:13370324 [ 0.37481088  4.28957286 -0.22840927]
18:13487485 [-0.15280021  4.85330934 -0.29541066]
18:13660590 [ 0.44974978  4.24456976 -0.20933534]
18:13708574 [ 0.43248061  4.26006259 -0.21226881]
18:14106039 [ 0.60083682  4.3713852  -0.1898206 ]
18:14106274 [ 0.13309282  4.62051899 -0.26261883]
18:14727931 [-0.04571058  4.71739604 -0.29391521]
18:19475555 [-0.0651801   4.60666413 -0.17956292]
18:20563222 [-0.4213356   4.79327494 -0.27550338]
18:20953720 [ 0.13439551  4.52379759 -0.24193818]
18:21409064 [ 0.15673256  4.39268471 -0.21955771]
18:21529730 [ 1.32559182  4.5672824  -0.258967  ]
18:22020543 [-0.4158899   5.31267037 -0.20911383]
18:22194998 [ 0.3200847   4.46119472 -0.33117533]
18:22226963 [ 0.35950669  4.40694603 -0.15393508]
18:22491296 [-0.51982966  4.92132581 -0.36484582]
18:23411752 [-0.19155383  4.9334647  -0.32773511]
18:23619435 [-0.3755029   4.65602589 -0.18767542]
18:23776435 [-0.46272198  4.92658539 -0.28713759]
18:24125684 [ 0.2849703   4.48455409 -0.2997783 ]
18:24461018 [-0.10112707  4.70181042 -0.2591104 ]
18:24951347 [-0.04624729  4.66245256 -0.22511413]
18:25096905 [-0.62513904  4.70942072 -0.25170702]
18:25573401 [ 0.31454072  4.57087811 -0.293736  ]
18:25958880 [ 0.18898716  4.51022799 -0.32825115]
18:26413621 [-0.31645342  4.71865671 -0.33189957]
18:26481132 [ 0.31814918  4.41902963 -0.32376874]
18:26498677 [-0.29423702  4.80432565 -0.33022806]
18:26524674 [-0.42418128  4.72564586 -0.22263484]
18:26526767 [-0.65156616  4.68607482 -0.25333295]
18:27081969 [-0.06536917  4.65653267 -0.23189801]
18:27150310 [ 0.1394062   4.4792185  -0.19078772]
18:27327987 [ 0.44166364  4.290543   -0.22263724]
18:27907683 [-0.28108456  4.66661897 -0.18679353]
18:27996598 [-0.38955827  5.1623189  -0.25793942]
18:28649042 [-0.75930203  4.89490877 -0.25700189]
18:28898294 [-0.12055147  4.73446562 -0.24655633]
18:28926056 [-0.85625667  4.61945049 -0.20399227]
